index	identifier	file	clip	scale	sum_stat	description
172	ENCFF522FQT	data/encode_mouse_rna/ENCFF522FQT.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue female (36 days)
173	ENCFF573OLV	data/encode_mouse_rna/ENCFF573OLV.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue female (25 days)
174	ENCFF941BJU	data/encode_mouse_rna/ENCFF941BJU.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue female (10 days)
175	ENCFF325VHZ	data/encode_mouse_rna/ENCFF325VHZ.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue male (2 months)
176	ENCFF528WPB	data/encode_mouse_rna/ENCFF528WPB.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue female (18-20 months)
177	ENCFF846JTZ	data/encode_mouse_rna/ENCFF846JTZ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl kidney tissue embryo (14.5 days)
178	ENCFF369QHZ	data/encode_mouse_rna/ENCFF369QHZ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl neural tube tissue embryo (12.5 days)
179	ENCFF875KEQ	data/encode_mouse_rna/ENCFF875KEQ.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue female (25 days)
180	ENCFF546VVR	data/encode_mouse_rna/ENCFF546VVR.bigWig	768	0.3	sum_sqrt	RNA:5xFAD/CAST adrenal gland tissue female postnatal (8-10 months)
181	ENCFF846BUP	data/encode_mouse_rna/ENCFF846BUP.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue male (10 days)
182	ENCFF441JYG	data/encode_mouse_rna/ENCFF441JYG.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J ovary tissue female adult (10 weeks)
183	ENCFF433JKY	data/encode_mouse_rna/ENCFF433JKY.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J sigmoid colon tissue female adult (10 weeks)
184	ENCFF561IRA	data/encode_mouse_rna/ENCFF561IRA.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl heart tissue postnatal (0 days)
185	ENCFF705SAG	data/encode_mouse_rna/ENCFF705SAG.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl kidney tissue embryo (16.5 days)
186	ENCFF306LNI	data/encode_mouse_rna/ENCFF306LNI.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J G1E-ER4 treated with 10 nM 17B-estradiol for 24 hours
187	ENCFF222WST	data/encode_mouse_rna/ENCFF222WST.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl embryonic facial prominence tissue embryo (13.5 days)
188	ENCFF723OSL	data/encode_mouse_rna/ENCFF723OSL.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl limb tissue embryo (11.5 days)
189	ENCFF048KKW	data/encode_mouse_rna/ENCFF048KKW.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue male (36 days)
190	ENCFF086KLE	data/encode_mouse_rna/ENCFF086KLE.bigWig	768	0.3	sum_sqrt	RNA:5xFAD/CAST layer of hippocampus tissue male postnatal (8-10 months)
191	ENCFF063VOV	data/encode_mouse_rna/ENCFF063VOV.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J megakaryocyte-erythroid progenitor cell male adult (5-6 weeks)
192	ENCFF336RLJ	data/encode_mouse_rna/ENCFF336RLJ.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J brain tissue male adult (10 weeks)
193	ENCFF762UWA	data/encode_mouse_rna/ENCFF762UWA.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl midbrain tissue embryo (15.5 days)
194	ENCFF331JZW	data/encode_mouse_rna/ENCFF331JZW.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J erythroid progenitor cell male adult (5-6 weeks)
195	ENCFF669KGM	data/encode_mouse_rna/ENCFF669KGM.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl hindbrain tissue embryo (14.5 days)
196	ENCFF229KHK	data/encode_mouse_rna/ENCFF229KHK.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue male (14 days)
197	ENCFF645WMC	data/encode_mouse_rna/ENCFF645WMC.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue female (14 days)
198	ENCFF311NRK	data/encode_mouse_rna/ENCFF311NRK.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue male (18-20 months)
199	ENCFF271VFJ	data/encode_mouse_rna/ENCFF271VFJ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl spleen tissue postnatal (0 days)
200	ENCFF779UHC	data/encode_mouse_rna/ENCFF779UHC.bigWig	768	0.3	sum_sqrt	RNA:5xFAD/CAST heart tissue male postnatal (8-10 months)
201	ENCFF921TZJ	data/encode_mouse_rna/ENCFF921TZJ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl heart tissue embryo (15.5 days)
202	ENCFF242LFQ	data/encode_mouse_rna/ENCFF242LFQ.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue male (14 days)
203	ENCFF390LUQ	data/encode_mouse_rna/ENCFF390LUQ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl liver tissue embryo (15.5 days)
204	ENCFF914NSR	data/encode_mouse_rna/ENCFF914NSR.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue female (25 days)
205	ENCFF080WKU	data/encode_mouse_rna/ENCFF080WKU.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl embryonic facial prominence tissue embryo (15.5 days)
206	ENCFF772FQM	data/encode_mouse_rna/ENCFF772FQM.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue male (36 days)
207	ENCFF024JDL	data/encode_mouse_rna/ENCFF024JDL.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl forebrain tissue embryo (12.5 days)
208	ENCFF184EFQ	data/encode_mouse_rna/ENCFF184EFQ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl liver tissue embryo (12.5 days)
209	ENCFF066XKF	data/encode_mouse_rna/ENCFF066XKF.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue male (10 days)
210	ENCFF401CCV	data/encode_mouse_rna/ENCFF401CCV.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J erythroblast male adult (5-6 weeks)
211	ENCFF825CAO	data/encode_mouse_rna/ENCFF825CAO.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl neural tube tissue postnatal (0 days)
212	ENCFF815URA	data/encode_mouse_rna/ENCFF815URA.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl heart tissue embryo (11.5 days)
213	ENCFF107XNF	data/encode_mouse_rna/ENCFF107XNF.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue male (14 days)
214	ENCFF793LOI	data/encode_mouse_rna/ENCFF793LOI.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue female adult (18-20 months)
215	ENCFF319ESD	data/encode_mouse_rna/ENCFF319ESD.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J adrenal gland tissue female adult (10 weeks)
216	ENCFF207BTV	data/encode_mouse_rna/ENCFF207BTV.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl midbrain tissue postnatal (0 days)
217	ENCFF900NMC	data/encode_mouse_rna/ENCFF900NMC.bigWig	768	0.3	sum_sqrt	RNA:B6NTac;B6NCrl/Lap forebrain tissue postnatal (0 days)
218	ENCFF070OYM	data/encode_mouse_rna/ENCFF070OYM.bigWig	768	0.3	sum_sqrt	RNA:5xFAD/CAST left cerebral cortex tissue female postnatal (8-10 months)
219	ENCFF679LHL	data/encode_mouse_rna/ENCFF679LHL.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl heart tissue embryo (14.5 days)
220	ENCFF983PEH	data/encode_mouse_rna/ENCFF983PEH.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl adrenal gland tissue postnatal (0 days)
221	ENCFF347XMG	data/encode_mouse_rna/ENCFF347XMG.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue male (18-20 months)
222	ENCFF599QYI	data/encode_mouse_rna/ENCFF599QYI.bigWig	768	0.3	sum_sqrt	RNA:B6NTac;B6NCrl/Lap hindbrain tissue postnatal (0 days)
223	ENCFF751EJF	data/encode_mouse_rna/ENCFF751EJF.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl limb tissue embryo (12.5 days)
224	ENCFF604LEL	data/encode_mouse_rna/ENCFF604LEL.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl forebrain tissue embryo (15.5 days)
225	ENCFF640IMV	data/encode_mouse_rna/ENCFF640IMV.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue female (4 days)
226	ENCFF844UWJ	data/encode_mouse_rna/ENCFF844UWJ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl hindbrain tissue embryo (11.5 days)
227	ENCFF367GHQ	data/encode_mouse_rna/ENCFF367GHQ.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue male (25 days)
228	ENCFF686AKO	data/encode_mouse_rna/ENCFF686AKO.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl midbrain tissue embryo (10.5 days)
229	ENCFF107GSD	data/encode_mouse_rna/ENCFF107GSD.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue male (14 days)
230	ENCFF209VXZ	data/encode_mouse_rna/ENCFF209VXZ.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J common myeloid progenitor male adult (5-6 weeks)
231	ENCFF177JFM	data/encode_mouse_rna/ENCFF177JFM.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl urinary bladder tissue postnatal (0 days)
232	ENCFF966QYL	data/encode_mouse_rna/ENCFF966QYL.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue female (14 days)
233	ENCFF074DII	data/encode_mouse_rna/ENCFF074DII.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue female (36 days)
234	ENCFF229ZQV	data/encode_mouse_rna/ENCFF229ZQV.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue female (2 months)
235	ENCFF304NKC	data/encode_mouse_rna/ENCFF304NKC.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl midbrain tissue embryo (13.5 days)
236	ENCFF648EZR	data/encode_mouse_rna/ENCFF648EZR.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue male adult (18-20 months)
237	ENCFF075FNE	data/encode_mouse_rna/ENCFF075FNE.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue male (2 months)
238	ENCFF566YKN	data/encode_mouse_rna/ENCFF566YKN.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl embryonic facial prominence tissue embryo (10.5 days)
239	ENCFF335UMY	data/encode_mouse_rna/ENCFF335UMY.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl embryonic facial prominence tissue embryo (14.5 days)
240	ENCFF588ORC	data/encode_mouse_rna/ENCFF588ORC.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl liver tissue embryo (16.5 days)
241	ENCFF778AVN	data/encode_mouse_rna/ENCFF778AVN.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J G1E
242	ENCFF814UQP	data/encode_mouse_rna/ENCFF814UQP.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl limb tissue embryo (15.5 days)
243	ENCFF476VHS	data/encode_mouse_rna/ENCFF476VHS.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J granulocyte monocyte progenitor cell male adult (5-6 weeks)
244	ENCFF873KES	data/encode_mouse_rna/ENCFF873KES.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue male (25 days)
245	ENCFF875AYS	data/encode_mouse_rna/ENCFF875AYS.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue male (4 days)
246	ENCFF362QOV	data/encode_mouse_rna/ENCFF362QOV.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J erythroid progenitor cell male adult (5-6 weeks)
247	ENCFF150IZB	data/encode_mouse_rna/ENCFF150IZB.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl intestine tissue embryo (16.5 days)
248	ENCFF391KZF	data/encode_mouse_rna/ENCFF391KZF.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl embryonic facial prominence tissue embryo (11.5 days)
249	ENCFF372LRI	data/encode_mouse_rna/ENCFF372LRI.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J megakaryocyte progenitor cell male adult (5-6 weeks)
250	ENCFF210SHO	data/encode_mouse_rna/ENCFF210SHO.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl embryonic facial prominence tissue embryo (12.5 days)
251	ENCFF843AFE	data/encode_mouse_rna/ENCFF843AFE.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue male (36 days)
252	ENCFF927QNP	data/encode_mouse_rna/ENCFF927QNP.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl liver tissue embryo (14.5 days)
253	ENCFF877PYA	data/encode_mouse_rna/ENCFF877PYA.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J lung tissue female adult (10 weeks)
254	ENCFF675JFB	data/encode_mouse_rna/ENCFF675JFB.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J gastrocnemius tissue female (14 days)
255	ENCFF838PEV	data/encode_mouse_rna/ENCFF838PEV.bigWig	768	0.3	sum_sqrt	RNA:5xFAD/CAST layer of hippocampus tissue female postnatal (8-10 months)
256	ENCFF034IPR	data/encode_mouse_rna/ENCFF034IPR.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue female (10 days)
257	ENCFF914ZQG	data/encode_mouse_rna/ENCFF914ZQG.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl layer of hippocampus tissue adult (6 months)
258	ENCFF527IMQ	data/encode_mouse_rna/ENCFF527IMQ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl stomach tissue embryo (15.5 days)
259	ENCFF711HUC	data/encode_mouse_rna/ENCFF711HUC.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl midbrain tissue embryo (12.5 days)
260	ENCFF892JIV	data/encode_mouse_rna/ENCFF892JIV.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue female (2 months)
261	ENCFF175ORJ	data/encode_mouse_rna/ENCFF175ORJ.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J adrenal gland tissue male (4 days)
262	ENCFF830QLY	data/encode_mouse_rna/ENCFF830QLY.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl hindbrain tissue embryo (13.5 days)
263	ENCFF042EBZ	data/encode_mouse_rna/ENCFF042EBZ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl neural tube tissue embryo (14.5 days)
264	ENCFF893AZR	data/encode_mouse_rna/ENCFF893AZR.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl intestine tissue embryo (14.5 days)
265	ENCFF078POD	data/encode_mouse_rna/ENCFF078POD.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl hindbrain tissue embryo (10.5 days)
266	ENCFF538OJZ	data/encode_mouse_rna/ENCFF538OJZ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl skeletal muscle tissue tissue postnatal (0 days)
267	ENCFF695VOZ	data/encode_mouse_rna/ENCFF695VOZ.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue female (36 days)
268	ENCFF737DAD	data/encode_mouse_rna/ENCFF737DAD.bigWig	768	0.3	sum_sqrt	RNA:C57BL/6J spleen tissue male adult (10 weeks)
269	ENCFF391QNQ	data/encode_mouse_rna/ENCFF391QNQ.bigWig	768	0.3	sum_sqrt	RNA:5xFAD/CAST heart tissue female postnatal (8-10 months)
270	ENCFF403BPJ	data/encode_mouse_rna/ENCFF403BPJ.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl limb tissue embryo (10.5 days)
271	ENCFF303UCM	data/encode_mouse_rna/ENCFF303UCM.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl forebrain tissue embryo (13.5 days)
272	ENCFF116WGN	data/encode_mouse_rna/ENCFF116WGN.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J layer of hippocampus tissue male (10 days)
273	ENCFF570WAR	data/encode_mouse_rna/ENCFF570WAR.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl lung tissue postnatal (0 days)
274	ENCFF376XLA	data/encode_mouse_rna/ENCFF376XLA.bigWig	768	0.3	sum_sqrt	RNA:F121-9
275	ENCFF258LLG	data/encode_mouse_rna/ENCFF258LLG.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J heart tissue female (2 months)
276	ENCFF678XDF	data/encode_mouse_rna/ENCFF678XDF.bigWig	768	0.3	sum_sqrt	RNA:B6NCrl lung tissue embryo (16.5 days)
277	ENCFF422YPA	data/encode_mouse_rna/ENCFF422YPA.bigWig	768	0.3	sum_sqrt	RNA:B6CASTF1/J left cerebral cortex tissue male adult (18-20 months)
