index	identifier	file	clip	scale	sum_stat	description
192	ENCFF639BWZ	data/encode_rna/ENCFF639BWZ.bigWig	768	0.3	sum_sqrt	RNA:heart tissue male embryo (120 days)
193	ENCFF638TAY	data/encode_rna/ENCFF638TAY.bigWig	768	0.3	sum_sqrt	RNA:neurosphere embryo (15 weeks) originated from ganglionic eminence
194	ENCFF804UGI	data/encode_rna/ENCFF804UGI.bigWig	768	0.3	sum_sqrt	RNA:chorionic villus tissue female embryo (40 weeks)
195	ENCFF652ISB	data/encode_rna/ENCFF652ISB.bigWig	768	0.3	sum_sqrt	RNA:smooth muscle cell originated from H9
196	ENCFF196HWN	data/encode_rna/ENCFF196HWN.bigWig	768	0.3	sum_sqrt	RNA:middle frontal area 46 tissue male adult (71 years)
197	ENCFF205IED	data/encode_rna/ENCFF205IED.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 5 uM MB-3 for 12 hours
198	ENCFF856SMT	data/encode_rna/ENCFF856SMT.bigWig	768	0.3	sum_sqrt	RNA:HepG2 nuclear fraction
199	ENCFF035GJD	data/encode_rna/ENCFF035GJD.bigWig	768	0.3	sum_sqrt	RNA:middle frontal area 46 tissue female adult (90 or above years)
200	ENCFF381TII	data/encode_rna/ENCFF381TII.bigWig	768	0.3	sum_sqrt	RNA:with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue female adult (87 years)
201	ENCFF994NAN	data/encode_rna/ENCFF994NAN.bigWig	768	0.3	sum_sqrt	RNA:HepG2 nuclear fraction
202	ENCFF127NDE	data/encode_rna/ENCFF127NDE.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 1% DMSO for 4 hours
203	ENCFF639UPM	data/encode_rna/ENCFF639UPM.bigWig	768	0.3	sum_sqrt	RNA:large intestine tissue male embryo (108 days)
204	ENCFF225USB	data/encode_rna/ENCFF225USB.bigWig	768	0.3	sum_sqrt	RNA:HT1080 nuclear fraction
205	ENCFF840VTO	data/encode_rna/ENCFF840VTO.bigWig	768	0.3	sum_sqrt	RNA:thymus tissue male embryo (127 days)
206	ENCFF656OUX	data/encode_rna/ENCFF656OUX.bigWig	768	0.3	sum_sqrt	RNA:pancreas tissue female child (16 years)
207	ENCFF432ENB	data/encode_rna/ENCFF432ENB.bigWig	768	0.3	sum_sqrt	RNA:uterus tissue female adult (51 years)
208	ENCFF906FBF	data/encode_rna/ENCFF906FBF.bigWig	768	0.3	sum_sqrt	RNA:kidney tissue male adult (41 years)
209	ENCFF480GYV	data/encode_rna/ENCFF480GYV.bigWig	768	0.3	sum_sqrt	RNA:OCI-LY7
210	ENCFF432CYV	data/encode_rna/ENCFF432CYV.bigWig	768	0.3	sum_sqrt	RNA:right lung tissue female embryo (98 days)
211	ENCFF434LID	data/encode_rna/ENCFF434LID.bigWig	768	0.3	sum_sqrt	RNA:spleen tissue male adult (26 years)
212	ENCFF073NKN	data/encode_rna/ENCFF073NKN.bigWig	768	0.3	sum_sqrt	RNA:GM12878
213	ENCFF847OUD	data/encode_rna/ENCFF847OUD.bigWig	768	0.3	sum_sqrt	RNA:omental fat pad tissue male adult (54 years)
214	ENCFF521SQI	data/encode_rna/ENCFF521SQI.bigWig	768	0.3	sum_sqrt	RNA:liver tissue male adult (18 years)
215	ENCFF884CFC	data/encode_rna/ENCFF884CFC.bigWig	768	0.3	sum_sqrt	RNA:muscle of leg tissue male embryo (96 days)
216	ENCFF894JRG	data/encode_rna/ENCFF894JRG.bigWig	768	0.3	sum_sqrt	RNA:IgD-negative memory B cell
217	ENCFF865FLR	data/encode_rna/ENCFF865FLR.bigWig	768	0.3	sum_sqrt	RNA:with multiple sclerosis; naive thymus-derived CD4-positive, alpha-beta T cell
218	ENCFF387UUZ	data/encode_rna/ENCFF387UUZ.bigWig	768	0.3	sum_sqrt	RNA:sigmoid colon tissue female adult (53 years)
219	ENCFF430LQC	data/encode_rna/ENCFF430LQC.bigWig	768	0.3	sum_sqrt	RNA:muscle of back tissue male embryo (96 days)
220	ENCFF863UAA	data/encode_rna/ENCFF863UAA.bigWig	768	0.3	sum_sqrt	RNA:breast epithelium tissue male adult (37 years)
221	ENCFF942QIE	data/encode_rna/ENCFF942QIE.bigWig	768	0.3	sum_sqrt	RNA:spleen tissue female adult (61 years)
222	ENCFF656PZD	data/encode_rna/ENCFF656PZD.bigWig	768	0.3	sum_sqrt	RNA:muscle of leg tissue male embryo (127 days)
223	ENCFF071TXL	data/encode_rna/ENCFF071TXL.bigWig	768	0.3	sum_sqrt	RNA:esophagus muscularis mucosa tissue female adult (53 years)
224	ENCFF710BHJ	data/encode_rna/ENCFF710BHJ.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 1% DMSO for 24 hours
225	ENCFF689GBG	data/encode_rna/ENCFF689GBG.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 10 nM Chaetocin for 24 hours
226	ENCFF988EBT	data/encode_rna/ENCFF988EBT.bigWig	768	0.3	sum_sqrt	RNA:esophagus tissue male adult (34 years)
227	ENCFF056NWD	data/encode_rna/ENCFF056NWD.bigWig	768	0.3	sum_sqrt	RNA:placental basal plate tissue embryo (16 weeks)
228	ENCFF876APW	data/encode_rna/ENCFF876APW.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 7.5 nM Vorinostat for 12 hours
229	ENCFF507FAA	data/encode_rna/ENCFF507FAA.bigWig	768	0.3	sum_sqrt	RNA:spleen tissue male adult (54 years)
230	ENCFF136YVC	data/encode_rna/ENCFF136YVC.bigWig	768	0.3	sum_sqrt	RNA:suprapubic skin tissue male adult (54 years)
231	ENCFF478XYM	data/encode_rna/ENCFF478XYM.bigWig	768	0.3	sum_sqrt	RNA:naive thymus-derived CD4-positive, alpha-beta T cell
232	ENCFF944XYT	data/encode_rna/ENCFF944XYT.bigWig	768	0.3	sum_sqrt	RNA:K562
233	ENCFF417PPZ	data/encode_rna/ENCFF417PPZ.bigWig	768	0.3	sum_sqrt	RNA:cardiac atrium fibroblast male child (2 years)
234	ENCFF122XJD	data/encode_rna/ENCFF122XJD.bigWig	768	0.3	sum_sqrt	RNA:activated T-cell male adult (42 years) treated with 50 U/mL Interleukin-2 for 4 hours, anti-CD3 and anti-CD28 coated beads for 4 hours
235	ENCFF823LKJ	data/encode_rna/ENCFF823LKJ.bigWig	768	0.3	sum_sqrt	RNA:uterus tissue female adult (53 years)
236	ENCFF385SAC	data/encode_rna/ENCFF385SAC.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 7.5 nM Vorinostat for 4 hours
237	ENCFF132EEP	data/encode_rna/ENCFF132EEP.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 10 nM Chaetocin for 48 hours
238	ENCFF767MLU	data/encode_rna/ENCFF767MLU.bigWig	768	0.3	sum_sqrt	RNA:epithelial cell of proximal tubule
239	ENCFF195SMK	data/encode_rna/ENCFF195SMK.bigWig	768	0.3	sum_sqrt	RNA:adrenal gland tissue female embryo (85 days)
240	ENCFF996KKA	data/encode_rna/ENCFF996KKA.bigWig	768	0.3	sum_sqrt	RNA:stomach tissue male embryo (127 days)
241	ENCFF642WCG	data/encode_rna/ENCFF642WCG.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 25 uM Galeterone for 24 hours
242	ENCFF669XAP	data/encode_rna/ENCFF669XAP.bigWig	768	0.3	sum_sqrt	RNA:left renal cortex interstitium tissue male embryo (105 days)
243	ENCFF962EZE	data/encode_rna/ENCFF962EZE.bigWig	768	0.3	sum_sqrt	RNA:Panc1
244	ENCFF310GNU	data/encode_rna/ENCFF310GNU.bigWig	768	0.3	sum_sqrt	RNA:lung tissue female adult (30 years)
245	ENCFF849ELK	data/encode_rna/ENCFF849ELK.bigWig	768	0.3	sum_sqrt	RNA:astrocyte
246	ENCFF568EVH	data/encode_rna/ENCFF568EVH.bigWig	768	0.3	sum_sqrt	RNA:posterior vena cava tissue female adult (47 years)
247	ENCFF198IBF	data/encode_rna/ENCFF198IBF.bigWig	768	0.3	sum_sqrt	RNA:Right ventricle myocardium superior tissue male adult (60 years)
248	ENCFF565QRM	data/encode_rna/ENCFF565QRM.bigWig	768	0.3	sum_sqrt	RNA:right lobe of liver tissue female adult (41 years)
249	ENCFF117HUT	data/encode_rna/ENCFF117HUT.bigWig	768	0.3	sum_sqrt	RNA:SK-N-DZ treated with dimethyl sulfoxide for 72 hours
250	ENCFF105TXB	data/encode_rna/ENCFF105TXB.bigWig	768	0.3	sum_sqrt	RNA:ovary tissue female adult (46 years)
251	ENCFF688KBA	data/encode_rna/ENCFF688KBA.bigWig	768	0.3	sum_sqrt	RNA:muscle of leg tissue male embryo (105 days)
252	ENCFF477AQU	data/encode_rna/ENCFF477AQU.bigWig	768	0.3	sum_sqrt	RNA:vagina tissue female adult (53 years)
253	ENCFF561SVV	data/encode_rna/ENCFF561SVV.bigWig	768	0.3	sum_sqrt	RNA:adrenal gland tissue female adult (30 years)
254	ENCFF769QDV	data/encode_rna/ENCFF769QDV.bigWig	768	0.3	sum_sqrt	RNA:ovary tissue female adult (59 years)
255	ENCFF908IDY	data/encode_rna/ENCFF908IDY.bigWig	768	0.3	sum_sqrt	RNA:HFFc6
256	ENCFF261GFJ	data/encode_rna/ENCFF261GFJ.bigWig	768	0.3	sum_sqrt	RNA:luminal epithelial cell of mammary gland female adult (22 years)
257	ENCFF509OMC	data/encode_rna/ENCFF509OMC.bigWig	768	0.3	sum_sqrt	RNA:posterior vena cava tissue female adult (59 years)
258	ENCFF246RCD	data/encode_rna/ENCFF246RCD.bigWig	768	0.3	sum_sqrt	RNA:small intestine tissue female embryo (108 days)
259	ENCFF359ATD	data/encode_rna/ENCFF359ATD.bigWig	768	0.3	sum_sqrt	RNA:subcutaneous adipose tissue tissue female adult (51 years)
260	ENCFF535NFF	data/encode_rna/ENCFF535NFF.bigWig	768	0.3	sum_sqrt	RNA:CD8-positive, alpha-beta T cell male adult (21 years)
261	ENCFF782HFV	data/encode_rna/ENCFF782HFV.bigWig	768	0.3	sum_sqrt	RNA:GM12878
262	ENCFF259EXX	data/encode_rna/ENCFF259EXX.bigWig	768	0.3	sum_sqrt	RNA:naive thymus-derived CD8-positive, alpha-beta T cell
263	ENCFF969VXC	data/encode_rna/ENCFF969VXC.bigWig	768	0.3	sum_sqrt	RNA:activated naive CD4-positive, alpha-beta T cell male adult (43 years)
264	ENCFF296KUU	data/encode_rna/ENCFF296KUU.bigWig	768	0.3	sum_sqrt	RNA:H1 and endodermal cell
265	ENCFF669TRH	data/encode_rna/ENCFF669TRH.bigWig	768	0.3	sum_sqrt	RNA:omental fat pad tissue female adult (51 years)
266	ENCFF900MLZ	data/encode_rna/ENCFF900MLZ.bigWig	768	0.3	sum_sqrt	RNA:thymus tissue female embryo (98 days)
267	ENCFF664RDQ	data/encode_rna/ENCFF664RDQ.bigWig	768	0.3	sum_sqrt	RNA:with multiple sclerosis; naive thymus-derived CD8-positive, alpha-beta T cell
268	ENCFF881ITI	data/encode_rna/ENCFF881ITI.bigWig	768	0.3	sum_sqrt	RNA:left renal pelvis tissue male embryo (105 days)
269	ENCFF219KLR	data/encode_rna/ENCFF219KLR.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 5 uM MB-3 for 24 hours
270	ENCFF695GPR	data/encode_rna/ENCFF695GPR.bigWig	768	0.3	sum_sqrt	RNA:NCI-H460
271	ENCFF179DDD	data/encode_rna/ENCFF179DDD.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 5 uM MB-3 for 4 hours
272	ENCFF013IKJ	data/encode_rna/ENCFF013IKJ.bigWig	768	0.3	sum_sqrt	RNA:pancreas tissue female adult (61 years)
273	ENCFF681MQA	data/encode_rna/ENCFF681MQA.bigWig	768	0.3	sum_sqrt	RNA:WTC11 genetically modified (insertion) using TALEN inserting M. musculus Neurog2
274	ENCFF686YTX	data/encode_rna/ENCFF686YTX.bigWig	768	0.3	sum_sqrt	RNA:HT1080 cytosolic fraction
275	ENCFF995NEF	data/encode_rna/ENCFF995NEF.bigWig	768	0.3	sum_sqrt	RNA:naive thymus-derived CD8-positive, alpha-beta T cell
276	ENCFF992HAP	data/encode_rna/ENCFF992HAP.bigWig	768	0.3	sum_sqrt	RNA:mesothelial cell of epicardium
277	ENCFF154TLD	data/encode_rna/ENCFF154TLD.bigWig	768	0.3	sum_sqrt	RNA:muscle of leg tissue male embryo (113 days)
278	ENCFF199BDG	data/encode_rna/ENCFF199BDG.bigWig	768	0.3	sum_sqrt	RNA:thymus tissue male embryo (97 days)
279	ENCFF060EGL	data/encode_rna/ENCFF060EGL.bigWig	768	0.3	sum_sqrt	RNA:trophoblast tissue male embryo (38 weeks)
280	ENCFF817FWU	data/encode_rna/ENCFF817FWU.bigWig	768	0.3	sum_sqrt	RNA:right lung tissue male embryo (96 days)
281	ENCFF014YFU	data/encode_rna/ENCFF014YFU.bigWig	768	0.3	sum_sqrt	RNA:CD4-positive, alpha-beta memory T cell male adult (43 years)
282	ENCFF581ZGH	data/encode_rna/ENCFF581ZGH.bigWig	768	0.3	sum_sqrt	RNA:HepG2
283	ENCFF741HPN	data/encode_rna/ENCFF741HPN.bigWig	768	0.3	sum_sqrt	RNA:esophagus muscularis mucosa tissue male adult (37 years)
284	ENCFF837ZJA	data/encode_rna/ENCFF837ZJA.bigWig	768	0.3	sum_sqrt	RNA:mucosa of descending colon tissue female adult (61 years)
285	ENCFF542TGZ	data/encode_rna/ENCFF542TGZ.bigWig	768	0.3	sum_sqrt	RNA:aorta tissue female adult (41 years)
286	ENCFF371QSS	data/encode_rna/ENCFF371QSS.bigWig	768	0.3	sum_sqrt	RNA:spleen tissue female adult (51 years)
287	ENCFF574YPE	data/encode_rna/ENCFF574YPE.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 5 uM JQ1 for 12 hours
288	ENCFF424DIT	data/encode_rna/ENCFF424DIT.bigWig	768	0.3	sum_sqrt	RNA:middle frontal area 46 tissue female adult (90 or above years)
289	ENCFF346QDJ	data/encode_rna/ENCFF346QDJ.bigWig	768	0.3	sum_sqrt	RNA:mesangial cell NONE and female embryo (21 weeks)
290	ENCFF117JSP	data/encode_rna/ENCFF117JSP.bigWig	768	0.3	sum_sqrt	RNA:SK-MEL-5 nuclear fraction
291	ENCFF290PRJ	data/encode_rna/ENCFF290PRJ.bigWig	768	0.3	sum_sqrt	RNA:adrenal gland tissue female child (16 years)
292	ENCFF767NPP	data/encode_rna/ENCFF767NPP.bigWig	768	0.3	sum_sqrt	RNA:colonic mucosa tissue female adult (41 years)
293	ENCFF693TJD	data/encode_rna/ENCFF693TJD.bigWig	768	0.3	sum_sqrt	RNA:renal pelvis tissue female embryo (105 days)
294	ENCFF117CTU	data/encode_rna/ENCFF117CTU.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 25 uM Galeterone for 4 hours
295	ENCFF259TIE	data/encode_rna/ENCFF259TIE.bigWig	768	0.3	sum_sqrt	RNA:with multiple sclerosis; naive thymus-derived CD8-positive, alpha-beta T cell
296	ENCFF064TTU	data/encode_rna/ENCFF064TTU.bigWig	768	0.3	sum_sqrt	RNA:kidney tissue female embryo (105 days)
297	ENCFF772RIQ	data/encode_rna/ENCFF772RIQ.bigWig	768	0.3	sum_sqrt	RNA:CD4-positive, CD25-positive, alpha-beta regulatory T cell
298	ENCFF648RBX	data/encode_rna/ENCFF648RBX.bigWig	768	0.3	sum_sqrt	RNA:left lung tissue male embryo (96 days)
299	ENCFF057IIF	data/encode_rna/ENCFF057IIF.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 10 nM Bortezomib for 48 hours
300	ENCFF470OCI	data/encode_rna/ENCFF470OCI.bigWig	768	0.3	sum_sqrt	RNA:myoepithelial cell of mammary gland female adult (22 years)
301	ENCFF103EZF	data/encode_rna/ENCFF103EZF.bigWig	768	0.3	sum_sqrt	RNA:right lobe of liver tissue female adult (53 years)
302	ENCFF367DUO	data/encode_rna/ENCFF367DUO.bigWig	768	0.3	sum_sqrt	RNA:thymus tissue female embryo (113 days)
303	ENCFF128YXB	data/encode_rna/ENCFF128YXB.bigWig	768	0.3	sum_sqrt	RNA:right lobe of liver tissue female child (16 years)
304	ENCFF401TVK	data/encode_rna/ENCFF401TVK.bigWig	768	0.3	sum_sqrt	RNA:naive thymus-derived CD8-positive, alpha-beta T cell
305	ENCFF155PJH	data/encode_rna/ENCFF155PJH.bigWig	768	0.3	sum_sqrt	RNA:astrocyte
306	ENCFF625DRX	data/encode_rna/ENCFF625DRX.bigWig	768	0.3	sum_sqrt	RNA:adipose tissue tissue female adult (63 years)
307	ENCFF312VKB	data/encode_rna/ENCFF312VKB.bigWig	768	0.3	sum_sqrt	RNA:smooth muscle cell originated from H9
308	ENCFF837FLM	data/encode_rna/ENCFF837FLM.bigWig	768	0.3	sum_sqrt	RNA:thyroid gland tissue female adult (53 years)
309	ENCFF641YCY	data/encode_rna/ENCFF641YCY.bigWig	768	0.3	sum_sqrt	RNA:muscle of back tissue female embryo (85 days)
310	ENCFF008UXK	data/encode_rna/ENCFF008UXK.bigWig	768	0.3	sum_sqrt	RNA:activated CD8-positive, alpha-beta memory T cell male adult (30 years)
311	ENCFF503NGO	data/encode_rna/ENCFF503NGO.bigWig	768	0.3	sum_sqrt	RNA:placenta tissue male embryo
312	ENCFF403DKN	data/encode_rna/ENCFF403DKN.bigWig	768	0.3	sum_sqrt	RNA:neural progenitor cell originated from H9
313	ENCFF908VIH	data/encode_rna/ENCFF908VIH.bigWig	768	0.3	sum_sqrt	RNA:HepG2
314	ENCFF381OQK	data/encode_rna/ENCFF381OQK.bigWig	768	0.3	sum_sqrt	RNA:chorion tissue embryo (16 weeks)
315	ENCFF645AYP	data/encode_rna/ENCFF645AYP.bigWig	768	0.3	sum_sqrt	RNA:heart right ventricle tissue female adult (46 years)
316	ENCFF196LHX	data/encode_rna/ENCFF196LHX.bigWig	768	0.3	sum_sqrt	RNA:Daoy
317	ENCFF770TOE	data/encode_rna/ENCFF770TOE.bigWig	768	0.3	sum_sqrt	RNA:SK-N-DZ nuclear fraction
318	ENCFF615IJV	data/encode_rna/ENCFF615IJV.bigWig	768	0.3	sum_sqrt	RNA:neurosphere embryo (15 weeks) originated from cortex
319	ENCFF666KUJ	data/encode_rna/ENCFF666KUJ.bigWig	768	0.3	sum_sqrt	RNA:Peyer's patch tissue male adult (54 years)
320	ENCFF239BUM	data/encode_rna/ENCFF239BUM.bigWig	768	0.3	sum_sqrt	RNA:spleen tissue female adult (59 years)
321	ENCFF744TRY	data/encode_rna/ENCFF744TRY.bigWig	768	0.3	sum_sqrt	RNA:foreskin fibroblast male newborn
322	ENCFF583FIC	data/encode_rna/ENCFF583FIC.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 10 uM AR-42 for 4 hours
323	ENCFF946ZPT	data/encode_rna/ENCFF946ZPT.bigWig	768	0.3	sum_sqrt	RNA:with multiple sclerosis; CD14-positive monocyte
324	ENCFF393ZMQ	data/encode_rna/ENCFF393ZMQ.bigWig	768	0.3	sum_sqrt	RNA:activated CD8-positive, alpha-beta T cell male adult (21 years) treated with anti-CD3 and anti-CD28 coated beads
325	ENCFF315BLU	data/encode_rna/ENCFF315BLU.bigWig	768	0.3	sum_sqrt	RNA:spleen tissue embryo (112 days)
326	ENCFF313KNT	data/encode_rna/ENCFF313KNT.bigWig	768	0.3	sum_sqrt	RNA:CD4-positive, alpha-beta memory T cell
327	ENCFF474WFJ	data/encode_rna/ENCFF474WFJ.bigWig	768	0.3	sum_sqrt	RNA:right cardiac atrium tissue female adult (46 years)
328	ENCFF670MHR	data/encode_rna/ENCFF670MHR.bigWig	768	0.3	sum_sqrt	RNA:endodermal cell
329	ENCFF864IDH	data/encode_rna/ENCFF864IDH.bigWig	768	0.3	sum_sqrt	RNA:sigmoid colon tissue male adult (21 years)
330	ENCFF506SFB	data/encode_rna/ENCFF506SFB.bigWig	768	0.3	sum_sqrt	RNA:keratinocyte female
331	ENCFF533JTF	data/encode_rna/ENCFF533JTF.bigWig	768	0.3	sum_sqrt	RNA:endocrine pancreas tissue adult (59 years)
332	ENCFF281UGH	data/encode_rna/ENCFF281UGH.bigWig	768	0.3	sum_sqrt	RNA:tibial nerve tissue female adult (51 years)
333	ENCFF637ZBG	data/encode_rna/ENCFF637ZBG.bigWig	768	0.3	sum_sqrt	RNA:brain tissue female adult (66 years)
334	ENCFF587USA	data/encode_rna/ENCFF587USA.bigWig	768	0.3	sum_sqrt	RNA:with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue male adult (73 years)
335	ENCFF392DAR	data/encode_rna/ENCFF392DAR.bigWig	768	0.3	sum_sqrt	RNA:mesenchymal stem cell originated from H1
336	ENCFF037OMX	data/encode_rna/ENCFF037OMX.bigWig	768	0.3	sum_sqrt	RNA:adrenal gland tissue male adult (37 years)
337	ENCFF565FPI	data/encode_rna/ENCFF565FPI.bigWig	768	0.3	sum_sqrt	RNA:lung tissue male child (3 years)
338	ENCFF496QEP	data/encode_rna/ENCFF496QEP.bigWig	768	0.3	sum_sqrt	RNA:CD8-positive, alpha-beta memory T cell
339	ENCFF547YEW	data/encode_rna/ENCFF547YEW.bigWig	768	0.3	sum_sqrt	RNA:stimulated activated CD8-positive, alpha-beta T cell male adult (21 years) treated with 10 ng/mL Interleukin-2, anti-CD3 and anti-CD28 coated beads
340	ENCFF295JCA	data/encode_rna/ENCFF295JCA.bigWig	768	0.3	sum_sqrt	RNA:large intestine tissue male embryo (115 days)
341	ENCFF719RAL	data/encode_rna/ENCFF719RAL.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 10 nM Bortezomib for 12 hours
342	ENCFF189MNY	data/encode_rna/ENCFF189MNY.bigWig	768	0.3	sum_sqrt	RNA:placenta tissue male embryo
343	ENCFF634JRF	data/encode_rna/ENCFF634JRF.bigWig	768	0.3	sum_sqrt	RNA:middle frontal area 46 tissue female adult (79 years)
344	ENCFF960QLH	data/encode_rna/ENCFF960QLH.bigWig	768	0.3	sum_sqrt	RNA:SK-MEL-5 cytosolic fraction
345	ENCFF185NBE	data/encode_rna/ENCFF185NBE.bigWig	768	0.3	sum_sqrt	RNA:endodermal cell
346	ENCFF986WTF	data/encode_rna/ENCFF986WTF.bigWig	768	0.3	sum_sqrt	RNA:neural cell originated from H1
347	ENCFF030JXK	data/encode_rna/ENCFF030JXK.bigWig	768	0.3	sum_sqrt	RNA:with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)
348	ENCFF713REM	data/encode_rna/ENCFF713REM.bigWig	768	0.3	sum_sqrt	RNA:cardiac muscle cell originated from RUES2
349	ENCFF151AEP	data/encode_rna/ENCFF151AEP.bigWig	768	0.3	sum_sqrt	RNA:CD4-positive, alpha-beta memory T cell
350	ENCFF145OAS	data/encode_rna/ENCFF145OAS.bigWig	768	0.3	sum_sqrt	RNA:stomach tissue male adult (54 years)
351	ENCFF430DVF	data/encode_rna/ENCFF430DVF.bigWig	768	0.3	sum_sqrt	RNA:CD4-positive, alpha-beta memory T cell male adult (43 years)
352	ENCFF047KOP	data/encode_rna/ENCFF047KOP.bigWig	768	0.3	sum_sqrt	RNA:GM12878
353	ENCFF557CLI	data/encode_rna/ENCFF557CLI.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 7.5 nM Panobinostat for 48 hours
354	ENCFF119XJG	data/encode_rna/ENCFF119XJG.bigWig	768	0.3	sum_sqrt	RNA:muscle of arm tissue male embryo (127 days)
355	ENCFF624DSV	data/encode_rna/ENCFF624DSV.bigWig	768	0.3	sum_sqrt	RNA:T-cell male adult (42 years)
356	ENCFF560YUT	data/encode_rna/ENCFF560YUT.bigWig	768	0.3	sum_sqrt	RNA:naive B cell
357	ENCFF597XJZ	data/encode_rna/ENCFF597XJZ.bigWig	768	0.3	sum_sqrt	RNA:placenta tissue male embryo
358	ENCFF138GLV	data/encode_rna/ENCFF138GLV.bigWig	768	0.3	sum_sqrt	RNA:upper lobe of left lung tissue male adult (37 years)
359	ENCFF816BKU	data/encode_rna/ENCFF816BKU.bigWig	768	0.3	sum_sqrt	RNA:peripheral blood mononuclear cell female adult (28 years)
360	ENCFF505JCK	data/encode_rna/ENCFF505JCK.bigWig	768	0.3	sum_sqrt	RNA:Karpas-422
361	ENCFF359ITR	data/encode_rna/ENCFF359ITR.bigWig	768	0.3	sum_sqrt	RNA:muscle of arm tissue female embryo (98 days)
362	ENCFF629XGV	data/encode_rna/ENCFF629XGV.bigWig	768	0.3	sum_sqrt	RNA:RPMI7951
363	ENCFF649MKX	data/encode_rna/ENCFF649MKX.bigWig	768	0.3	sum_sqrt	RNA:ovary tissue female adult (41 years)
364	ENCFF596HNR	data/encode_rna/ENCFF596HNR.bigWig	768	0.3	sum_sqrt	RNA:lower leg skin tissue male adult (37 years)
365	ENCFF990MDC	data/encode_rna/ENCFF990MDC.bigWig	768	0.3	sum_sqrt	RNA:left renal pelvis tissue male embryo (105 days)
366	ENCFF119SVC	data/encode_rna/ENCFF119SVC.bigWig	768	0.3	sum_sqrt	RNA:right lobe of liver tissue female adult (47 years)
367	ENCFF206GMC	data/encode_rna/ENCFF206GMC.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 25 uM Galeterone for 48 hours
368	ENCFF724LSN	data/encode_rna/ENCFF724LSN.bigWig	768	0.3	sum_sqrt	RNA:renal cortex interstitium tissue male embryo (91 days)
369	ENCFF801PRP	data/encode_rna/ENCFF801PRP.bigWig	768	0.3	sum_sqrt	RNA:HepG2
370	ENCFF643UKE	data/encode_rna/ENCFF643UKE.bigWig	768	0.3	sum_sqrt	RNA:spleen tissue male adult (37 years)
371	ENCFF197PAV	data/encode_rna/ENCFF197PAV.bigWig	768	0.3	sum_sqrt	RNA:LHCN-M2
372	ENCFF956BZU	data/encode_rna/ENCFF956BZU.bigWig	768	0.3	sum_sqrt	RNA:muscle of arm tissue male embryo (105 days)
373	ENCFF080VEH	data/encode_rna/ENCFF080VEH.bigWig	768	0.3	sum_sqrt	RNA:spinal cord tissue male embryo (105 days)
374	ENCFF319AAP	data/encode_rna/ENCFF319AAP.bigWig	768	0.3	sum_sqrt	RNA:adrenal gland tissue male embryo (101 days)
375	ENCFF994HKO	data/encode_rna/ENCFF994HKO.bigWig	768	0.3	sum_sqrt	RNA:T-cell female adult (33 years)
376	ENCFF702CEO	data/encode_rna/ENCFF702CEO.bigWig	768	0.3	sum_sqrt	RNA:chorion tissue male embryo (38 weeks)
377	ENCFF010PER	data/encode_rna/ENCFF010PER.bigWig	768	0.3	sum_sqrt	RNA:CD8-positive, alpha-beta memory T cell
378	ENCFF629NUI	data/encode_rna/ENCFF629NUI.bigWig	768	0.3	sum_sqrt	RNA:with Alzheimer's disease; middle frontal area 46 tissue female adult (89 years)
379	ENCFF893RLE	data/encode_rna/ENCFF893RLE.bigWig	768	0.3	sum_sqrt	RNA:K562 treated with 10 uM AR-42 for 12 hours
380	ENCFF905ARA	data/encode_rna/ENCFF905ARA.bigWig	768	0.3	sum_sqrt	RNA:mucosa of gallbladder tissue female child (16 years)
381	ENCFF333KHL	data/encode_rna/ENCFF333KHL.bigWig	768	0.3	sum_sqrt	RNA:testis tissue male adult (54 years)
382	ENCFF022QBF	data/encode_rna/ENCFF022QBF.bigWig	768	0.3	sum_sqrt	RNA:HUES64
383	ENCFF166OEV	data/encode_rna/ENCFF166OEV.bigWig	768	0.3	sum_sqrt	RNA:IgD-negative memory B cell
384	ENCFF766JPS	data/encode_rna/ENCFF766JPS.bigWig	768	0.3	sum_sqrt	RNA:esophagus squamous epithelium tissue female adult (53 years)
385	ENCFF679YQA	data/encode_rna/ENCFF679YQA.bigWig	768	0.3	sum_sqrt	RNA:right renal pelvis tissue male embryo (105 days)
